location,date,old_cases
Albania,2020-08-28,9195
Albania,2020-08-29,9279
Albania,2020-08-30,9380
Albania,2020-08-31,9513
Albania,2020-09-01,9606
Albania,2020-09-02,9728
Albania,2020-09-03,9844
Albania,2020-09-04,9967
Albania,2020-09-05,10102
Albania,2020-09-06,10255
Albania,2020-09-07,10406
Albania,2020-09-08,10553
Albania,2020-09-09,10704
Albania,2020-09-10,10860
Albania,2020-09-11,11021
Albania,2020-09-12,11185
Albania,2020-09-13,11353
Albania,2020-09-14,11520
Albania,2020-09-15,11672
Albania,2020-09-16,11816
Albania,2020-09-17,11948
Albania,2020-09-18,12073
Albania,2020-09-19,12226
Albania,2020-09-20,12385
Albania,2020-09-21,12535
Albania,2020-09-22,12666
Albania,2020-09-23,12787
Albania,2020-09-24,12921
Albania,2020-09-25,13045
Albania,2020-09-26,13153
Albania,2020-09-27,13259
Albania,2020-09-28,13391
Albania,2020-09-29,13518
Albania,2020-09-30,13649
Albania,2020-10-01,13806
Albania,2020-10-02,13965
Albania,2020-10-03,14117
Albania,2020-10-04,14266
Albania,2020-10-05,14410
Albania,2020-10-06,14568
Albania,2020-10-07,14730
Albania,2020-10-08,14899
Albania,2020-10-09,15066
Albania,2020-10-10,15231
Albania,2020-10-11,15399
Albania,2020-10-12,15570
Albania,2020-10-13,15752
Albania,2020-10-14,15955
Albania,2020-10-15,16212
Albania,2020-10-16,16501
Albania,2020-10-17,16774
Albania,2020-10-18,17055
Albania,2020-10-19,17350
Albania,2020-10-20,17651
Albania,2020-10-21,17948
Albania,2020-10-22,18250
Albania,2020-10-23,18556
Albania,2020-10-24,18858
Albania,2020-10-25,19157
Albania,2020-10-26,19445
Albania,2020-10-27,19729
Albania,2020-10-28,20040
Albania,2020-10-29,20315
Albania,2020-10-30,20634
Albania,2020-10-31,20875
Albania,2020-11-01,21202
Albania,2020-11-02,21523
Albania,2020-11-03,21904
Albania,2020-11-04,22300
Albania,2020-11-05,22721
Albania,2020-11-06,23210
Albania,2020-11-07,23705
Albania,2020-11-08,24206
Albania,2020-11-09,24731
Albania,2020-11-10,25294
Albania,2020-11-11,25801
Albania,2020-11-12,26211
Albania,2020-11-13,26701
Albania,2020-11-14,27233
Albania,2020-11-15,27830
Albania,2020-11-16,28432
Albania,2020-11-17,29126
Albania,2020-11-18,29837
Albania,2020-11-19,30623
Albania,2020-11-20,31459
Albania,2020-11-21,32196
Albania,2020-11-22,32761
Albania,2020-11-23,33556
Albania,2020-11-24,34300
Albania,2020-11-25,34944
Albania,2020-11-26,35600
Albania,2020-11-27,36245
Albania,2020-11-28,36790
Albania,2020-11-29,37625
Albania,2020-11-30,38182
Albania,2020-12-01,39014
Albania,2020-12-02,39719
Albania,2020-12-03,40501
Albania,2020-12-04,41302
Albania,2020-12-05,42148
Albania,2020-12-06,42988
Albania,2020-12-07,43683
Albania,2020-12-08,44436
Albania,2020-12-09,45188
Albania,2020-12-10,46061
Albania,2020-12-11,46863
Albania,2020-12-12,47742
Albania,2020-12-13,48530
Albania,2020-12-14,49191
Albania,2020-12-15,50000
Albania,2020-12-16,50637
Albania,2020-12-17,51424
Albania,2020-12-18,52004
Albania,2020-12-19,52542
Albania,2020-12-20,53003
Albania,2020-12-21,53425
Albania,2020-12-22,53814
Albania,2020-12-23,54317
Albania,2020-12-24,54827
Albania,2020-12-25,55380
Albania,2020-12-26,55755
Albania,2020-12-27,56254
Albania,2020-12-28,56572
Albania,2020-12-29,57146
Albania,2020-12-30,57727
Albania,2020-12-31,58316
Albania,2021-01-01,58316
Albania,2021-01-02,58991
Albania,2021-01-03,59438
Albania,2021-01-04,59623
Albania,2021-01-05,60283
Albania,2021-01-06,61008
Albania,2021-01-07,61705
Albania,2021-01-08,62378
Albania,2021-01-09,63033
Albania,2021-01-10,63595
Albania,2021-01-11,63971
Albania,2021-01-12,64627
Albania,2021-01-13,65334
Albania,2021-01-14,65994
Albania,2021-01-15,66635
Albania,2021-01-16,67216
Albania,2021-01-17,67690
Albania,2021-01-18,67982
Albania,2021-01-19,68568
Albania,2021-01-20,69238
Albania,2021-01-21,69916
Albania,2021-01-22,70655
Albania,2021-01-23,71441
Albania,2021-01-24,72274
Albania,2021-01-25,72812
Albania,2021-01-26,73691
Albania,2021-01-27,74567
Albania,2021-01-28,75454
Albania,2021-01-29,76350
Albania,2021-01-30,77251
Albania,2021-01-31,78127
Albania,2021-02-01,78992
Albania,2021-02-02,79934
Albania,2021-02-03,80941
Albania,2021-02-04,81993
Albania,2021-02-05,83082
Albania,2021-02-06,84212
Albania,2021-02-07,85336
Albania,2021-02-08,86289
Albania,2021-02-09,87528
Albania,2021-02-10,88671
Albania,2021-02-11,89776
Albania,2021-02-12,90835
Albania,2021-02-13,91987
Albania,2021-02-14,93075
Albania,2021-02-15,93850
Albania,2021-02-16,94651
Albania,2021-02-17,95726
Albania,2021-02-18,96838
Albania,2021-02-19,97909
Albania,2021-02-20,99062
Albania,2021-02-21,100246
Albania,2021-02-22,101285
Albania,2021-02-23,102306
Albania,2021-02-24,103327
Albania,2021-02-25,104313
Albania,2021-02-26,105229
Albania,2021-02-27,106215
Albania,2021-02-28,107167
Albania,2021-03-01,107931
Albania,2021-03-02,108823
Albania,2021-03-03,109674
Albania,2021-03-04,110521
Albania,2021-03-05,111301
Albania,2021-03-06,112078
Albania,2021-03-07,112897
Albania,2021-03-08,113580
Albania,2021-03-09,114209
Albania,2021-03-10,114840
Albania,2021-03-11,115442
Albania,2021-03-12,116123
Albania,2021-03-13,116821
Albania,2021-03-14,117474
Albania,2021-03-15,118017
Albania,2021-03-16,118492
Albania,2021-03-17,118938
Albania,2021-03-18,119528
Albania,2021-03-19,120022
Albania,2021-03-20,120541
Albania,2021-03-21,121200
Albania,2021-03-22,121544
Albania,2021-03-23,121847
Albania,2021-03-24,122295
Albania,2021-03-25,122767
Albania,2021-03-26,123216
Albania,2021-03-27,123641
Albania,2021-03-28,124134
Albania,2021-03-29,124419
Albania,2021-03-30,124723
Albania,2021-03-31,125157
Albania,2021-04-01,125506
Albania,2021-04-02,125842
Albania,2021-04-03,126183
Albania,2021-04-04,126531
Albania,2021-04-05,126795
Albania,2021-04-06,126936
Albania,2021-04-07,127192
Albania,2021-04-08,127509
Albania,2021-04-09,127795
Albania,2021-04-10,128155
Albania,2021-04-11,128393
Albania,2021-04-12,128518
Albania,2021-04-13,128752
Albania,2021-04-14,128959
Albania,2021-04-15,129128
Albania,2021-04-16,129307
Albania,2021-04-17,129456
Albania,2021-04-18,129594
Albania,2021-04-19,129694
Albania,2021-04-20,129842
Albania,2021-04-21,129980
Albania,2021-04-22,130114
Albania,2021-04-23,130270
Albania,2021-04-24,130409
Albania,2021-04-25,130537
Albania,2021-04-26,130606
Albania,2021-04-27,130736
Albania,2021-04-28,130859
Albania,2021-04-29,130977
Albania,2021-04-30,131085
Albania,2021-05-01,131185
Albania,2021-05-02,131238
Albania,2021-05-03,131276
Albania,2021-05-04,131327
Albania,2021-05-05,131419
Albania,2021-05-06,131510
Albania,2021-05-07,131577
Albania,2021-05-08,131666
Albania,2021-05-09,131723
Albania,2021-05-10,131753
Albania,2021-05-11,131803
Albania,2021-05-12,131845
Albania,2021-05-13,131890
Albania,2021-05-14,131939
Albania,2021-05-15,131978
Albania,2021-05-16,132015
Albania,2021-05-17,132032
Albania,2021-05-18,132071
Albania,2021-05-19,132095
Albania,2021-05-20,132118
Albania,2021-05-21,132153
Albania,2021-05-22,132176
Albania,2021-05-23,132209
Albania,2021-05-24,132215
Albania,2021-05-25,132229
Albania,2021-05-26,132244
Albania,2021-05-27,132264
Albania,2021-05-28,132285
Albania,2021-05-29,132297
Albania,2021-05-30,132309
Albania,2021-05-31,132315
Albania,2021-06-01,132337
Albania,2021-06-02,132351
Albania,2021-06-03,132360
Albania,2021-06-04,132372
Albania,2021-06-05,132374
Albania,2021-06-06,132379
Albania,2021-06-07,132384
Albania,2021-06-08,132397
Albania,2021-06-09,132415
Albania,2021-06-10,132426
Albania,2021-06-11,132437
Albania,2021-06-12,132449
Albania,2021-06-13,132459
Albania,2021-06-14,132461
Albania,2021-06-15,132469
Albania,2021-06-16,132476
Albania,2021-06-17,132481
Albania,2021-06-18,132484
Albania,2021-06-19,132488
Albania,2021-06-20,132490
Albania,2021-06-21,132490
Albania,2021-06-22,132496
Albania,2021-06-23,132497
Albania,2021-06-24,132499
Albania,2021-06-25,132506
Albania,2021-06-26,132509
Albania,2021-06-27,132512
Albania,2021-06-28,132513
Albania,2021-06-29,132514
Albania,2021-06-30,132521
Albania,2021-07-01,132523
Albania,2021-07-02,132526
Albania,2021-07-03,132534
Albania,2021-07-04,132535
Albania,2021-07-05,132537
Albania,2021-07-06,132544
Albania,2021-07-07,132557
Albania,2021-07-08,132565
Albania,2021-07-09,132580
Albania,2021-07-10,132587
Albania,2021-07-11,132592
Albania,2021-07-12,132597
Albania,2021-07-13,132608
Albania,2021-07-14,132616
Albania,2021-07-15,132629
Albania,2021-07-16,132647
Albania,2021-07-17,132665
Albania,2021-07-18,132686
Albania,2021-07-19,132697
Albania,2021-07-20,132740
Albania,2021-07-21,132763
Albania,2021-07-22,132797
Albania,2021-07-23,132828
Albania,2021-07-24,132853
Albania,2021-07-25,132875
Albania,2021-07-26,132891
Albania,2021-07-27,132922
Albania,2021-07-28,132952
Albania,2021-07-29,132999
Albania,2021-07-30,133036
Albania,2021-07-31,133081
Albania,2021-08-01,133121
Albania,2021-08-02,133146
Albania,2021-08-03,133211
Albania,2021-08-04,133310
Albania,2021-08-05,133442
Albania,2021-08-06,133591
Albania,2021-08-07,133730
Albania,2021-08-08,133912
Albania,2021-08-09,133981
Albania,2021-08-10,134201
Albania,2021-08-11,134487
Albania,2021-08-12,134761
Albania,2021-08-13,135140
Albania,2021-08-14,135550
Albania,2021-08-15,135947
Albania,2021-08-16,136147
Albania,2021-08-17,136598
Albania,2021-08-18,137075
Albania,2021-08-19,137597
Albania,2021-08-20,138132
Albania,2021-08-21,138790
Albania,2021-08-22,139324
Albania,2021-08-23,139721
Albania,2021-08-24,140521
Albania,2021-08-25,141365
Albania,2021-08-26,142253
Albania,2021-08-27,143174
Albania,2021-08-28,144079
Albania,2021-08-29,144847
Albania,2021-08-30,145333
Albania,2021-08-31,146387
Albania,2021-09-01,147369
Albania,2021-09-02,148222
Albania,2021-09-03,149117
Albania,2021-09-04,150101
Albania,2021-09-05,150997
Albania,2021-09-06,151499
Albania,2021-09-07,152239
Albania,2021-09-08,153318
Albania,2021-09-09,154316
Albania,2021-09-10,155293
Albania,2021-09-11,156162
Albania,2021-09-12,157026
Albania,2021-09-13,157436
Albania,2021-09-14,158431
Albania,2021-09-15,159423
Albania,2021-09-16,160365
Albania,2021-09-17,161324
Albania,2021-09-18,162173
Albania,2021-09-19,162953
Albania,2021-09-20,163404
Albania,2021-09-21,164276
Albania,2021-09-22,165096
Albania,2021-09-23,165864
Albania,2021-09-24,166690
Albania,2021-09-25,167354
Albania,2021-09-26,167893
Albania,2021-09-27,168188
Albania,2021-09-28,168782
Albania,2021-09-29,169462
Albania,2021-09-30,170131
Albania,2021-10-01,170778
Albania,2021-10-02,171327
Albania,2021-10-03,171794
Albania,2021-10-04,171794
Albania,2021-10-05,172618
Albania,2021-10-06,173190
Albania,2021-10-07,173723
Albania,2021-10-08,174168
Albania,2021-10-09,174643
Albania,2021-10-10,174968
Albania,2021-10-11,175163
Albania,2021-10-12,175664
Albania,2021-10-13,176172
Albania,2021-10-14,176667
Albania,2021-10-15,177108
Albania,2021-10-16,177536
Albania,2021-10-17,177971
Albania,2021-10-18,178188
Albania,2021-10-19,178804
Albania,2021-10-20,179463
Albania,2021-10-21,180029
Albania,2021-10-22,180623
Albania,2021-10-23,181252
Albania,2021-10-24,181696
Albania,2021-10-25,181960
Albania,2021-10-26,182610
Albania,2021-10-27,183282
Albania,2021-10-28,183873
Albania,2021-10-29,184340
Albania,2021-10-30,184887
Albania,2021-10-31,185300
Albania,2021-11-01,185497
Albania,2021-11-02,186222
Albania,2021-11-03,186793
Albania,2021-11-04,187363
Albania,2021-11-05,187994
Albania,2021-11-06,187994
Albania,2021-11-07,189125
Albania,2021-11-08,189355
Albania,2021-11-09,190125
Albania,2021-11-10,190815
Albania,2021-11-11,191440
Albania,2021-11-12,192013
Albania,2021-11-13,192600
Albania,2021-11-14,193075
Albania,2021-11-15,193269
Albania,2021-11-16,193856
Albania,2021-11-17,194472
Albania,2021-11-18,195021
Albania,2021-11-19,195523
Albania,2021-11-20,195988
Albania,2021-11-21,195988
Albania,2021-11-22,196611
Albania,2021-11-23,197167
Albania,2021-11-24,197776
Albania,2021-11-25,198292
Albania,2021-11-26,198732
Albania,2021-11-27,199137
Albania,2021-11-28,199555
Albania,2021-11-29,199750
Albania,2021-11-30,199945
Albania,2021-12-01,200173
Albania,2021-12-02,200639
Albania,2021-12-03,201045
Albania,2021-12-04,201402
Albania,2021-12-05,201730
Albania,2021-12-06,201902
Albania,2021-12-07,202295
Albania,2021-12-08,202641
Albania,2021-12-09,202863
Albania,2021-12-10,203215
Albania,2021-12-11,203524
Albania,2021-12-12,203787
Albania,2021-12-13,203925
Albania,2021-12-14,204301
Albania,2021-12-15,204627
Albania,2021-12-16,204928
Albania,2021-12-17,205224
Albania,2021-12-18,205549
Albania,2021-12-19,205777
Albania,2021-12-20,205897
Albania,2021-12-21,206273
Albania,2021-12-22,206616
Albania,2021-12-23,206935
Albania,2021-12-24,207221
Albania,2021-12-25,207542
Albania,2021-12-26,207709
Albania,2021-12-27,207709
Albania,2021-12-28,208352
Albania,2021-12-29,208899
Albania,2021-12-30,208899
Albania,2021-12-31,210224
Albania,2022-01-01,210224
Albania,2022-01-02,210885
Albania,2022-01-03,210885
Albania,2022-01-04,212021
Albania,2022-01-05,212021
Albania,2022-01-06,213257
Albania,2022-01-07,214905
Algeria,2020-02-25,1
Algeria,2020-02-26,1
Algeria,2020-02-27,1
Algeria,2020-02-28,1
Algeria,2020-02-29,1
Algeria,2020-03-01,1
Algeria,2020-03-02,3
Algeria,2020-03-03,5
Algeria,2020-03-04,12
Algeria,2020-03-05,12
Algeria,2020-03-06,17
Algeria,2020-03-07,17
Algeria,2020-03-08,19
Algeria,2020-03-09,20
Algeria,2020-03-10,20
Algeria,2020-03-11,20
Algeria,2020-03-12,24
Algeria,2020-03-13,26
Algeria,2020-03-14,37
Algeria,2020-03-15,48
Algeria,2020-03-16,54
Algeria,2020-03-17,60
Algeria,2020-03-18,74
Algeria,2020-03-19,87
Algeria,2020-03-20,90
Algeria,2020-03-21,139
Algeria,2020-03-22,201
Algeria,2020-03-23,230
Algeria,2020-03-24,264
Algeria,2020-03-25,302
Algeria,2020-03-26,367
Algeria,2020-03-27,409
Algeria,2020-03-28,454
Algeria,2020-03-29,511
Algeria,2020-03-30,584
Algeria,2020-03-31,716
Algeria,2020-04-01,847
Algeria,2020-04-02,986
Algeria,2020-04-03,1171
Algeria,2020-04-04,1251
Algeria,2020-04-05,1320
Algeria,2020-04-06,1423
Algeria,2020-04-07,1468
Algeria,2020-04-08,1572
Algeria,2020-04-09,1666
Algeria,2020-04-10,1761
Algeria,2020-04-11,1825
Algeria,2020-04-12,1914
Algeria,2020-04-13,1983
Algeria,2020-04-14,2070
Algeria,2020-04-15,2160
Algeria,2020-04-16,2268
Algeria,2020-04-17,2418
Algeria,2020-04-18,2534
Algeria,2020-04-19,2629
Algeria,2020-04-20,2718
Algeria,2020-04-21,2811
Algeria,2020-04-22,2910
Algeria,2020-04-23,3007
Algeria,2020-04-24,3127
Algeria,2020-04-25,3256
Algeria,2020-04-26,3382
Algeria,2020-04-27,3517
Algeria,2020-04-28,3649
Algeria,2020-04-29,3848
Algeria,2020-04-30,4006
Algeria,2020-05-01,4154
Algeria,2020-05-02,4295
Algeria,2020-05-03,4474
Algeria,2020-05-04,4648
Algeria,2020-05-05,4838
Algeria,2020-05-06,4997
Algeria,2020-05-07,5182
Algeria,2020-05-08,5369
Algeria,2020-05-09,5558
Algeria,2020-05-10,5723
Algeria,2020-05-11,5891
Algeria,2020-05-12,6067
Algeria,2020-05-13,6253
Algeria,2020-05-14,6442
Algeria,2020-05-15,6629
Algeria,2020-05-16,6821
Algeria,2020-05-17,7019
Algeria,2020-05-18,7201
Algeria,2020-05-19,7377
Algeria,2020-05-20,7542
Algeria,2020-05-21,7728
Algeria,2020-05-22,7918
Algeria,2020-05-23,8113
Algeria,2020-05-24,8306
Algeria,2020-05-25,8503
Algeria,2020-05-26,8697
Algeria,2020-05-27,8857
Algeria,2020-05-28,8997
Algeria,2020-05-29,9134
Algeria,2020-05-30,9267
Algeria,2020-05-31,9394
Algeria,2020-06-01,9513
Algeria,2020-06-02,9626
Algeria,2020-06-03,9733
Algeria,2020-06-04,9831
Algeria,2020-06-05,9935
Algeria,2020-06-06,10050
Algeria,2020-06-07,10154
Algeria,2020-06-08,10265
Algeria,2020-06-09,10382
Algeria,2020-06-10,10484
Algeria,2020-06-11,10589
Algeria,2020-06-12,10698
Algeria,2020-06-13,10810
Algeria,2020-06-14,10919
Algeria,2020-06-15,11031
Algeria,2020-06-16,11147
Algeria,2020-06-17,11268
Algeria,2020-06-18,11385
Algeria,2020-06-19,11504
Algeria,2020-06-20,11631
Algeria,2020-06-21,11771
Algeria,2020-06-22,11920
Algeria,2020-06-23,12076
Algeria,2020-06-24,12248
Algeria,2020-06-25,12445
Algeria,2020-06-26,12685
Algeria,2020-06-27,12968
Algeria,2020-06-28,13273
Algeria,2020-06-29,13571
Algeria,2020-06-30,13907
Algeria,2020-07-01,14272
Algeria,2020-07-02,14657
Algeria,2020-07-03,15070
Algeria,2020-07-04,15500
Algeria,2020-07-05,15941
Algeria,2020-07-06,16404
Algeria,2020-07-07,16879
Algeria,2020-07-08,17348
Algeria,2020-07-09,17808
Algeria,2020-07-10,18242
Algeria,2020-07-11,18712
Algeria,2020-07-12,19195
Algeria,2020-07-13,19689
Algeria,2020-07-14,20216
Algeria,2020-07-15,20770
Algeria,2020-07-16,21355
Algeria,2020-07-17,21948
Algeria,2020-07-18,22549
Algeria,2020-07-19,23084
Algeria,2020-07-20,23691
Algeria,2020-07-21,24278
Algeria,2020-07-22,24872
Algeria,2020-07-23,25484
Algeria,2020-07-24,26159
Algeria,2020-07-25,26764
Algeria,2020-07-26,27357
Algeria,2020-07-27,27973
Algeria,2020-07-28,28615
Algeria,2020-07-29,29229
Algeria,2020-07-30,29831
Algeria,2020-07-31,30394
Algeria,2020-08-01,30950
Algeria,2020-08-02,31465
Algeria,2020-08-03,31972
Algeria,2020-08-04,32504
Algeria,2020-08-05,33055
Algeria,2020-08-06,33626
Algeria,2020-08-07,34155
Algeria,2020-08-08,34693
Algeria,2020-08-09,35160
Algeria,2020-08-10,35712
Algeria,2020-08-11,36204
Algeria,2020-08-12,36699
Algeria,2020-08-13,37187
Algeria,2020-08-14,37664
Algeria,2020-08-15,38133
Algeria,2020-08-16,38583
Algeria,2020-08-17,39025
Algeria,2020-08-18,39444
Algeria,2020-08-19,39847
Algeria,2020-08-20,40258
Algeria,2020-08-21,40667
Algeria,2020-08-22,41068
Algeria,2020-08-23,41460
Algeria,2020-08-24,41858
Algeria,2020-08-25,42228
Algeria,2020-08-26,42619
Algeria,2020-08-27,43016
Algeria,2020-08-28,43403
Algeria,2020-08-29,43781
Algeria,2020-08-30,44146
Algeria,2020-08-31,44494
Algeria,2020-09-01,44833
Algeria,2020-09-02,45158
Algeria,2020-09-03,45469
Algeria,2020-09-04,45773
Algeria,2020-09-05,46071
Algeria,2020-09-06,46364
Algeria,2020-09-07,46653
Algeria,2020-09-08,46938
Algeria,2020-09-09,47216
Algeria,2020-09-10,47488
Algeria,2020-09-11,47752
Algeria,2020-09-12,48007
Algeria,2020-09-13,48254
Algeria,2020-09-14,48496
Algeria,2020-09-15,48734
Algeria,2020-09-16,48966
Algeria,2020-09-17,49194
Algeria,2020-09-18,49413
Algeria,2020-09-19,49623
Algeria,2020-09-20,49826
Algeria,2020-09-21,50023
Algeria,2020-09-22,50214
Algeria,2020-09-23,50400
Algeria,2020-09-24,50579
Algeria,2020-09-25,50754
Algeria,2020-09-26,50914
Algeria,2020-09-27,51067
Algeria,2020-09-28,51213
Algeria,2020-09-29,51368
Algeria,2020-09-30,51530
Algeria,2020-10-01,51690
Algeria,2020-10-02,51847
Algeria,2020-10-03,51995
Algeria,2020-10-04,52136
Algeria,2020-10-05,52270
Algeria,2020-10-06,52399
Algeria,2020-10-07,52520
Algeria,2020-10-08,52658
Algeria,2020-10-09,52804
Algeria,2020-10-10,52940
Algeria,2020-10-11,53072
Algeria,2020-10-12,53325
Algeria,2020-10-13,53399
Algeria,2020-10-14,53584
Algeria,2020-10-15,53777
Algeria,2020-10-16,53998
Algeria,2020-10-17,54203
Algeria,2020-10-18,54402
Algeria,2020-10-19,54616
Algeria,2020-10-20,54829
Algeria,2020-10-21,55081
Algeria,2020-10-22,55357
Algeria,2020-10-23,55630
Algeria,2020-10-24,55880
Algeria,2020-10-25,56143
Algeria,2020-10-26,56419
Algeria,2020-10-27,56706
Algeria,2020-10-28,57026
Algeria,2020-10-29,57332
Algeria,2020-10-30,57651
Algeria,2020-10-31,57942
Algeria,2020-11-01,58272
Algeria,2020-11-02,58574
Algeria,2020-11-03,58979
Algeria,2020-11-04,59527
Algeria,2020-11-05,60169
Algeria,2020-11-06,60800
Algeria,2020-11-07,61381
Algeria,2020-11-08,62051
Algeria,2020-11-09,62693
Algeria,2020-11-10,63446
Algeria,2020-11-11,64257
Algeria,2020-11-12,65108
Algeria,2020-11-13,65975
Algeria,2020-11-14,66819
Algeria,2020-11-15,67679
Algeria,2020-11-16,68589
Algeria,2020-11-17,69591
Algeria,2020-11-18,70629
Algeria,2020-11-19,71652
Algeria,2020-11-20,72755
Algeria,2020-11-21,73774
Algeria,2020-11-22,74862
Algeria,2020-11-23,75867
Algeria,2020-11-24,77000
Algeria,2020-11-25,78025
Algeria,2020-11-26,79110
Algeria,2020-11-27,80168
Algeria,2020-11-28,81212
Algeria,2020-11-29,82221
Algeria,2020-11-30,83199
Algeria,2020-12-01,84152
Algeria,2020-12-02,85084
Algeria,2020-12-03,85927
Algeria,2020-12-04,86730
Algeria,2020-12-05,87502
Algeria,2020-12-06,88252
Algeria,2020-12-07,88825
Algeria,2020-12-08,89416
Algeria,2020-12-09,90014
Algeria,2020-12-10,90579
Algeria,2020-12-11,91121
Algeria,2020-12-12,91638
Algeria,2020-12-13,92102
Algeria,2020-12-14,92597
Algeria,2020-12-15,93065
Algeria,2020-12-16,93507
Algeria,2020-12-17,93933
Algeria,2020-12-18,94371
Algeria,2020-12-19,94781
Algeria,2020-12-20,95203
Algeria,2020-12-21,95659
Algeria,2020-12-22,96069
Algeria,2020-12-23,96549
Algeria,2020-12-24,97007
Algeria,2020-12-25,97441
Algeria,2020-12-26,97857
Algeria,2020-12-27,98249
Algeria,2020-12-28,98631
Algeria,2020-12-29,98988
Algeria,2020-12-30,99311
Algeria,2020-12-31,99610
Algeria,2021-01-01,99897
Algeria,2021-01-02,100159
Algeria,2021-01-03,100408
Algeria,2021-01-04,100645
Algeria,2021-01-05,100873
Algeria,2021-01-06,101120
Algeria,2021-01-07,101382
Algeria,2021-01-08,101657
Algeria,2021-01-09,101913
Algeria,2021-01-10,102144
Algeria,2021-01-11,102369
Algeria,2021-01-12,102641
Algeria,2021-01-13,102860
Algeria,2021-01-14,103127
Algeria,2021-01-15,103381
Algeria,2021-01-16,103611
Algeria,2021-01-17,103833
Algeria,2021-01-18,104092
Algeria,2021-01-19,104341
Algeria,2021-01-20,104606
Algeria,2021-01-21,104852
Algeria,2021-01-22,105124
Algeria,2021-01-23,105369
Algeria,2021-01-24,105596
Algeria,2021-01-25,105854
Algeria,2021-01-26,106097
Algeria,2021-01-27,106359
Algeria,2021-01-28,106610
Algeria,2021-01-29,106887
Algeria,2021-01-30,107122
Algeria,2021-01-31,107339
Algeria,2021-02-01,107578
Algeria,2021-02-02,107841
Algeria,2021-02-03,108116
Algeria,2021-02-04,108381
Algeria,2021-02-05,108629
Algeria,2021-02-06,108629
Algeria,2021-02-07,109088
Algeria,2021-02-08,109313
Algeria,2021-02-09,109559
Algeria,2021-02-10,109782
Algeria,2021-02-11,110049
Algeria,2021-02-12,110303
Algeria,2021-02-13,110513
Algeria,2021-02-14,110711
Algeria,2021-02-15,110894
Algeria,2021-02-16,111069
Algeria,2021-02-17,111247
Algeria,2021-02-18,111418
Algeria,2021-02-19,111600
Algeria,2021-02-20,111764
Algeria,2021-02-21,111917
Algeria,2021-02-22,112094
Algeria,2021-02-23,112279
Algeria,2021-02-24,112461
Algeria,2021-02-25,112622
Algeria,2021-02-26,112805
Algeria,2021-02-27,112960
Algeria,2021-02-28,113092
Algeria,2021-03-01,113255
Algeria,2021-03-02,113430
Algeria,2021-03-03,113593
Algeria,2021-03-04,113761
Algeria,2021-03-05,113948
Algeria,2021-03-06,114104
Algeria,2021-03-07,114234
Algeria,2021-03-08,114382
Algeria,2021-03-09,114543
Algeria,2021-03-10,114681
Algeria,2021-03-11,114851
Algeria,2021-03-12,115008
Algeria,2021-03-13,115143
Algeria,2021-03-14,115265
Algeria,2021-03-15,115410
Algeria,2021-03-16,115540
Algeria,2021-03-17,115688
Algeria,2021-03-18,115842
Algeria,2021-03-19,115970
Algeria,2021-03-20,116066
Algeria,2021-03-21,116157
Algeria,2021-03-22,116255
Algeria,2021-03-23,116349
Algeria,2021-03-24,116438
Algeria,2021-03-25,116543
Algeria,2021-03-26,116657
Algeria,2021-03-27,116750
Algeria,2021-03-28,116836
Algeria,2021-03-29,116946
Algeria,2021-03-30,117061
Algeria,2021-03-31,117192
Algeria,2021-04-01,117304
Algeria,2021-04-02,117429
Algeria,2021-04-03,117524
Algeria,2021-04-04,117622
Algeria,2021-04-05,117739
Algeria,2021-04-06,117879
Algeria,2021-04-07,118004
Algeria,2021-04-08,118116
Algeria,2021-04-09,118251
Algeria,2021-04-10,118378
Algeria,2021-04-11,118516
Algeria,2021-04-12,118645
Algeria,2021-04-13,118799
Algeria,2021-04-14,118975
Algeria,2021-04-15,119142
Algeria,2021-04-16,119323
Algeria,2021-04-17,119486
Algeria,2021-04-18,119642
Algeria,2021-04-19,119805
Algeria,2021-04-20,119992
Algeria,2021-04-21,120174
Algeria,2021-04-22,120363
Algeria,2021-04-23,120562
Algeria,2021-04-24,120736
Algeria,2021-04-25,120922
Algeria,2021-04-26,121112
Algeria,2021-04-27,121344
Algeria,2021-04-28,121580
Algeria,2021-04-29,121866
Algeria,2021-04-30,122108
Algeria,2021-05-01,122311
Algeria,2021-05-02,122522
Algeria,2021-05-03,122717
Algeria,2021-05-04,122999
Algeria,2021-05-05,123272
Algeria,2021-05-06,123473
Algeria,2021-05-07,123692
Algeria,2021-05-08,123900
Algeria,2021-05-09,124104
Algeria,2021-05-10,124288
Algeria,2021-05-11,124483
Algeria,2021-05-12,124682
Algeria,2021-05-13,124889
Algeria,2021-05-14,125059
Algeria,2021-05-15,125194
Algeria,2021-05-16,125311
Algeria,2021-05-17,125485
Algeria,2021-05-18,125693
Algeria,2021-05-19,125896
Algeria,2021-05-20,126156
Algeria,2021-05-21,126434
Algeria,2021-05-22,126651
Algeria,2021-05-23,126860
Algeria,2021-05-24,127107
Algeria,2021-05-25,127361
Algeria,2021-05-26,127646
Algeria,2021-05-27,127926
Algeria,2021-05-28,128198
Algeria,2021-05-29,128456
Algeria,2021-05-30,128725
Algeria,2021-05-31,128913
Algeria,2021-06-01,129218
Algeria,2021-06-02,129640
Algeria,2021-06-03,129976
Algeria,2021-06-04,130361
Algeria,2021-06-05,130681
Algeria,2021-06-06,130958
Algeria,2021-06-07,131283
Algeria,2021-06-08,131647
